grad,gpa,app,res
"南京财经大学","83.21","利兹大学
University of Leeds","申请成功"
"中原大学","申请时无均分成绩","伯明翰大学
University of Birmingham","申请成功"
"云南大学Yunnan University","3.1","南安普顿大学
University of Southampton","申请成功"
"厦门大学","83.5","曼彻斯特大学
The University of Manchester","申请成功"
"普利茅斯城市学院","申请时无合办项目成绩","纽卡斯尔大学
Newcastle University","申请失败"
"三峡大学","76","悉尼科技大学
University of Technology, Sydney","申请成功"
"山西财经大学","87","麦考瑞大学
Macquarie University","申请成功"
"上海外国语大学贤达经济人文学院","81.2","谢菲尔德大学
The University of Sheffield","申请失败"
"广州大学","3.48","约克大学
University of York","申请失败"
"西安外国语大学","3.29","伦敦大学皇家霍洛威学院
Royal Holloway, University of London","申请成功"
"普利茅斯大学","申请时无均分成绩","伯明翰大学
University of Birmingham","申请失败"
"University of Durham","申请时无均分成绩","约克大学
University of York","申请成功"
"雷丁大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"内蒙古农业大学","3.18","利兹大学
University of Leeds","申请成功"
"山西大同大学","81","南安普顿大学
University of Southampton","申请失败"
"天津大学","2.9","克兰菲尔德大学
Cranfield University","申请成功"
"Michigan State University","3.6206","伦敦大学国王学院
King’s College London","申请失败"
"河南大学","81","爱丁堡大学
The University of Edinburgh","申请失败"
"赫特福德大学","申请时无海外学生成绩","伯明翰大学
University of Birmingham","申请成功"
"Beijing International Studies University","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"南京邮电大学","76.3","利兹大学
University of Leeds","申请成功"
"北京大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"江西师范大学","申请时无均分成绩","利兹大学
University of Leeds","申请成功"
"广东工业大学","2.8","曼彻斯特大学
The University of Manchester","申请成功"
"","3.18","纽卡斯尔大学
Newcastle University","申请失败"
"中国传媒大学","84","曼彻斯特大学
The University of Manchester","申请失败"
"Plymouth university","申请时无海外学生成绩","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请失败"
"北京市第三十五中学","81.64","格拉斯哥大学
University of Glasgow","申请成功"
"澳门科技大学","2.73","埃塞克斯大学
University of Essex","申请成功"
"河北大学","82","拉夫堡大学
Loughborough University","申请成功"
"四川大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"天津师范大学","78.073","利兹大学
University of Leeds","申请成功"
"Chongqing University","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"云南财经大学","86","格拉斯哥大学
University of Glasgow","申请失败"
"沈阳师范大学","82.27","利兹大学
University of Leeds","申请成功"
"武汉大学","申请时无GPA成绩","谢菲尔德大学
The University of Sheffield","申请失败"
"浙江大学","85.28","爱丁堡大学
The University of Edinburgh","申请失败"
"中国石油大学（北京）","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"北京理工大学","申请时无均分成绩","布里斯托大学
University of Bristol","申请成功"
"河北师范大学","85.4","莱斯特大学
University of Leicester","申请成功"
"Tongji University, Shanghai.","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"清华大学","90","考文垂大学
Coventry University","申请成功"
"阿斯隆理工学院","74.8","布里斯托大学
University of Bristol","申请失败"
"西北师范大学附属中学","3.8","怀卡托大学
The University of Waikato","申请成功"
"武汉理工大学","85.52","克兰菲尔德大学
Cranfield University","申请失败"
"对外经济贸易大学","84","布里斯托大学
University of Bristol","申请失败"
"利物浦大学","53","伦敦大学皇家霍洛威学院
Royal Holloway, University of London","申请成功"
"西南大学","3.52","利物浦大学
University of Liverpool","申请失败"
"广东海洋大学","3.02","阿伯丁大学
The University of Aberdeen","申请成功"
"yiran1213@yeah.net","申请时无均分成绩","卡迪夫大学
Cardiff University","申请成功"
"广东外语外贸大学","3.03","埃克塞特大学
University of Exeter","申请失败"
"中国政法大学","84","杜伦大学
Durham University","申请成功"
"Anda Tianjiabing Senior Middle School","89","伦敦大学国王学院
King’s College London","申请成功"
"谢菲尔德哈勒姆大学","申请时无海外学生成绩","拉夫堡大学
Loughborough University","申请成功"
"南京邮电大学","81.65","曼彻斯特大学
The University of Manchester","申请成功"
"陕西科技大学镐京学院","82.7","萨里大学
University of Surrey","申请失败"
"山东工商学院","84","曼彻斯特大学
The University of Manchester","申请成功"
"东北大学秦皇岛分校","申请时无均分成绩","爱丁堡大学
The University of Edinburgh","申请成功"
"浙江大学","1","卡迪夫大学
Cardiff University","申请成功"
"兰州理工大学","申请时无均分成绩","利兹大学
University of Leeds","申请失败"
"天津师范大学","81","纽卡斯尔大学
Newcastle University","申请成功"
"University of Liverpool","74.25","曼彻斯特大学
The University of Manchester","申请成功"
"南京师范大学中北学院","84.38","伯明翰大学
University of Birmingham","申请成功"
"上海财经大学","2.74","曼彻斯特大学
The University of Manchester","申请失败"
"山东大学","82.31","伦敦大学国王学院
King’s College London","申请失败"
"厦门大学","75","埃克塞特大学
University of Exeter","申请失败"
"山东工商学院","申请时无均分成绩","阿伯丁大学
The University of Aberdeen","申请成功"
"湖北经济学院","83","利兹大学
University of Leeds","申请失败"
"德蒙福特大学","申请时无海外学生成绩","谢菲尔德大学
The University of Sheffield","申请成功"
"谢菲尔德哈勒姆大学","申请时无海外学生成绩","萨塞克斯大学
University of Sussex","申请成功"
"华南师范大学","3.17","南安普顿大学
University of Southampton","申请失败"
"山东工商学院","78","利物浦大学
University of Liverpool","申请失败"
"南京工业大学","83","曼彻斯特大学
The University of Manchester","申请成功"
"广西财经学院","81.11","雷丁大学
University of Reading","申请失败"
"上海视觉艺术学院","3.21","南安普顿大学
University of Southampton","申请失败"
"武汉大学","2.31","雷丁大学
University of Reading","申请失败"
"University of Wales","2.2","莱斯特大学
University of Leicester","申请成功"
"德蒙福特大学","申请时无海外学生成绩","萨塞克斯大学
University of Sussex","申请成功"
"浙江财经大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"雷丁大学","申请时无合办项目成绩","伦敦大学国王学院
King’s College London","申请成功"
"233000","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"海南大学","86","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请成功"
"长江大学","3.39","阿伯丁大学
The University of Aberdeen","申请成功"
"普利茅斯大学","申请时无合办项目成绩","约克大学
University of York","申请失败"
"兰卡斯特大学","55.6","曼彻斯特大学
The University of Manchester","申请失败"
"重庆工商大学派斯学院","81.2","谢菲尔德大学
The University of Sheffield","申请失败"
"中南林业科技大学","2.54","考文垂大学
Coventry University","申请成功"
"The University of Sheffield","申请时无GPA成绩","格拉斯哥大学
University of Glasgow","申请失败"
"西北工业大学","84","格拉斯哥大学
University of Glasgow","申请成功"
"湖南涉外经济学院","87","利物浦大学
University of Liverpool","申请成功"
"俄勒冈大学","3.29","谢菲尔德大学
The University of Sheffield","申请失败"
"朴次茅斯大学","申请时无均分成绩","谢菲尔德大学
The University of Sheffield","申请失败"
"广州中医药大学","3.21","利兹大学
University of Leeds","申请失败"
"中南林业科技大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请失败"
"普利茅斯大学","申请时无均分成绩","利物浦大学
University of Liverpool","申请成功"
"广东财经大学","2.97","南安普顿大学
University of Southampton","申请失败"
"威尔士三一圣大卫大学","申请时无海外学生成绩","谢菲尔德大学
The University of Sheffield","申请成功"
"普利茅斯大学","申请时无均分成绩","谢菲尔德大学
The University of Sheffield","申请成功"
"华东政法大学","3.76","杜伦大学
Durham University","申请成功"
"格林威治大学","申请时无均分成绩","纽卡斯尔大学
Newcastle University","申请成功"
"四川音乐学院","3","谢菲尔德哈勒姆大学
Sheffield Hallam University","申请成功"
"Dongbei University of Finance and Economics","85.67","布里斯托大学
University of Bristol","申请成功"
